StockCode,canonical_description,total_units_sold,gross_revenue,number_of_orders,number_of_customers,return_value,net_revenue
35751D,PINK CURRENT CANDLE RING,28.0,5.32,1.0,1.0,0.0,5.32
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,108.0,216.33,15.0,7.0,0.0,216.33
35809A,ENAMEL PINK TEA CONTAINER,1138.0,1670.99,177.0,76.0,0.0,1670.99
35809B,ENAMEL BLUE RIM TEA CONTAINER,104.0,227.54000000000002,33.0,21.0,0.0,227.54000000000002
35809a,ENAMEL PINK TEA CONTAINER,11.0,45.75,10.0,0.0,0.0,45.75
35811A,ENAMEL PINK SUGAR CONTAINER,434.0,762.97,84.0,24.0,-4.2,758.77
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",95.0,43.940000000000005,3.0,2.0,0.0,43.940000000000005
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",168.0,75.88000000000001,7.0,7.0,0.0,75.88000000000001
35816B,"ACRYLIC JEWEL ANGEL,BLUE",139.0,58.07,3.0,2.0,0.0,58.07
35816P,"ACRYLIC JEWEL ANGEL,PINK",297.0,137.43,9.0,7.0,0.0,137.43
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",143.0,61.3,3.0,2.0,0.0,61.3
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",420.0,216.7,11.0,9.0,0.0,216.7
35818B,"ACRYLIC JEWEL ICICLE, BLUE",408.0,180.05,11.0,8.0,0.0,180.05
35818C,"ACRYLIC JEWEL ICICLE, CLEAR ",1.0,3.43,1.0,0.0,0.0,3.43
35818P,"ACRYLIC JEWEL ICICLE, PINK",560.0,245.51,25.0,18.0,0.0,245.51
35819B,"ACRYLIC HANGING JEWEL,BLUE",385.0,192.3,32.0,26.0,0.0,192.3
35819P,"ACRYLIC HANGING JEWEL,PINK",95.0,66.55,7.0,7.0,0.0,66.55
35821B,"JEWELLED DECORATION,BLUE",150.0,57.0,3.0,3.0,0.0,57.0
35821P,"JEWELLED DECORATION,PINK",2.0,5.9,2.0,2.0,0.0,5.9
35822B,"ACRYLIC BEAD CHAIN, BLUE",229.0,87.02,1.0,1.0,0.0,87.02
35822P,"ACRYLIC BEAD CHAIN, PINK",114.0,43.32,1.0,1.0,0.0,43.32
35823P,"ACRYLIC BEAD GARLAND,PINK",2.0,5.9,2.0,2.0,0.0,5.9
35824B,"HANGING FLOWERS+MIRROR,BLUE",528.0,203.24,6.0,4.0,0.0,203.24
35824C,"HANGING FLOWERS+MIRROR,CLEAR",235.0,117.05,8.0,8.0,0.0,117.05
35824P,"HANGING FLOWERS+MIRROR,PINK",324.0,136.44,3.0,2.0,0.0,136.44
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1737.0,5341.85,188.0,132.0,-13.55,5328.3
35833G,4 GOLD FLOCK CHRISTMAS BALLS,136.0,227.38,34.0,23.0,0.0,227.38
35833P,4 PINK FLOCK CHRISTMAS BALLS,188.0,350.14,64.0,32.0,0.0,350.14
35837,SET OF SIX SILVER+RED FLOCK BAUBLES,2.0,1.7,1.0,1.0,0.0,1.7
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,180.0,184.4,20.0,18.0,0.0,184.4
35838B,S/6 SILVER ORNAMENETAL CANDLE,100.0,85.0,23.0,21.0,0.0,85.0
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,45.0,107.13,11.0,5.0,-0.85,106.28
35909A,RABBIT EASTER DECORATION,20.0,59.00000000000001,5.0,5.0,0.0,59.00000000000001
35909B,PINK FLOWERS RABBIT EASTER,16.0,47.2,6.0,6.0,0.0,47.2
35910A,MULTICOLOUR EASTER RABBIT ,53.0,103.35,13.0,12.0,0.0,103.35
35910B,PINK FLOWERS RABBIT EASTER,29.0,61.07,8.0,6.0,0.0,61.07
35911A,MULTICOLOUR RABBIT EGG WARMER,388.0,466.69,96.0,38.0,0.0,466.69
35911B,PINK/FLOWER RABBIT EGG WARMER ,159.0,184.76000000000002,24.0,12.0,0.0,184.76000000000002
35912B,WHITE/PINK CHICK DECORATION,288.0,355.58000000000004,30.0,22.0,0.0,355.58000000000004
35913B,WHITE/PINK CHICK EASTER DECORATION,100.0,92.39,21.0,17.0,0.0,92.39
35914,PINK CHICK EGG WARMER + EGG CUP,245.0,345.0,56.0,25.0,0.0,345.0
35915A,CREAM KNITTED HEN,288.0,365.76,1.0,1.0,0.0,365.76
35915B,BLUE KNITTED HEN ,563.0,713.7299999999999,67.0,31.0,0.0,713.7299999999999
35915C,PEACH KNITTED HEN ,662.0,793.3199999999999,82.0,23.0,0.0,793.3199999999999
35916A,YELLOW FELT HANGING HEART W FLOWER,135.0,122.0,44.0,7.0,0.0,122.0
35916B,BLUE FELT HANGING HEART WITH FLOWER,133.0,121.33,46.0,5.0,0.0,121.33
35916C,PINK FELT HANGING HEART W FLOWER,159.0,170.87,42.0,9.0,0.0,170.87
35918B,BLUE FLORIBUNDA EGG WARMER,10.0,12.5,5.0,5.0,-1.25,11.25
35920,FOUR RABBIT EASTER DECORATIONS,1070.0,296.34,24.0,18.0,0.0,296.34
35921,EASTER BUNNY HANGING GARLAND,183.0,330.32,49.0,23.0,-1.25,329.07
35922,EASTER BUNNY WREATH,97.0,575.99,36.0,20.0,-19.8,556.19
35923,CANDY HEART HANGING DECORATION,1545.0,1023.77,112.0,51.0,-4.14,1019.63
35924,HANGING FAIRY CAKE DECORATION,2168.0,4062.02,188.0,65.0,-347.67999999999995,3714.34
35930,PINK HEART CHRISTMAS DECORATION,1.0,0.38,1.0,1.0,0.0,0.38
35931,PINK STAR CHRISTMAS DECORATION,156.0,78.12,15.0,14.0,0.0,78.12
35932,PINK CHRISTMAS TREE DECORATION,37.0,15.63,10.0,10.0,0.0,15.63
35933,PINK STOCKING CHRISTMAS DECORATION,319.0,131.38,28.0,20.0,0.0,131.38
35936,CERISE+GOLD CHRISTMAS TREE DEC,36.0,13.68,9.0,8.0,0.0,13.68
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,188.0,71.44,17.0,16.0,0.0,71.44
35945,GOLD CHRISTMAS STOCKING DECORATION,1.0,1.95,1.0,1.0,0.0,1.95
35950,FOLKART HEART CHRISTMAS DECORATIONS,1.0,1.25,1.0,1.0,0.0,1.25
35951,FOLKART BAUBLE CHRISTMAS DECORATION,1352.0,717.99,46.0,35.0,0.0,717.99
35953,FOLKART STAR CHRISTMAS DECORATIONS,3917.0,2068.47,155.0,98.0,-60.0,2008.4699999999998
35954,SMALL FOLKART STAR CHRISTMAS DEC,2325.0,931.5500000000001,111.0,58.0,0.0,931.5500000000001
35955,SMALL FOLKART CHRISTMAS TREE DEC,135.0,34.620000000000005,4.0,4.0,0.0,34.620000000000005
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,3775.0,1387.74,148.0,51.0,-19.92,1367.82
35958,FOLKART ZINC STAR CHRISTMAS DEC,1143.0,994.8299999999999,82.0,58.0,0.0,994.8299999999999
35961,FOLKART ZINC HEART CHRISTMAS DEC,11521.0,9632.63,637.0,262.0,-0.85,9631.779999999999
35962,12 ASS ZINC CHRISTMAS DECORATIONS,581.0,1351.7800000000002,92.0,52.0,-2.1,1349.6800000000003
35963,FOLKART ZINC CLIP ON ANGEL WINGS,101.0,38.38,11.0,10.0,0.0,38.38
35964,FOLKART CLIP ON STARS,1189.0,693.08,132.0,50.0,0.0,693.08
35965,FOLKART HEART NAPKIN RINGS,643.0,1470.26,174.0,62.0,-18.96,1451.3
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,255.0,111.34,26.0,20.0,0.0,111.34
35967,FOLK ART METAL STAR T-LIGHT HOLDER,966.0,507.59000000000003,112.0,50.0,-0.38,507.21000000000004
35968,FOLK ART METAL HEART T-LIGHT HOLDER,785.0,372.46000000000004,75.0,49.0,-9.5,362.96000000000004
35969,FOLKART CROWN TABLE DECORATIONS,523.0,542.47,76.0,36.0,0.0,542.47
35970,ZINC FOLKART SLEIGH BELLS,8400.0,15177.83,692.0,415.0,-122.85999999999999,15054.97
35971,ROSE FOLKART HEART DECORATIONS,1997.0,1994.02,217.0,91.0,-21.25,1972.77
35972,DAISY FOLKART HEART DECORATION,440.0,611.38,87.0,43.0,0.0,611.38
35973,GERANIUM FOLKART HEART DECORATION,49.0,61.25,13.0,11.0,0.0,61.25
35974,S/6 CHRISTMAS TREE PLACE SETTING,1.0,3.75,1.0,1.0,0.0,3.75
35976B,WHITE SCANDINAVIAN HEART CHRISTMAS,1.0,1.25,1.0,1.0,-15.0,-13.75
35979,SIX STRING SCANDINAVIAN HEART DECS,94.0,311.03000000000003,27.0,19.0,-35.400000000000006,275.63
35980B,RED TOP SCANDINAVIAN HEART ,4.0,1.52,2.0,2.0,0.0,1.52
35980C,REDWHITE STRIPE SCANDINAVIAN HEART ,377.0,147.64000000000001,29.0,28.0,-16.72,130.92000000000002
35981C,WHITE SNOW SCANDINAVIAN STOCKING ,589.0,297.62,67.0,55.0,0.0,297.62
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,402.0,232.08,54.0,43.0,0.0,232.08
35995,SET/6 BLACK GLITTER REINDEER CANDLE,5.0,3.7800000000000002,5.0,4.0,0.0,3.7800000000000002
35999,S/6 SCANDINAVIAN HEART T-LIGHT,1.0,2.55,1.0,1.0,0.0,2.55
37112,YELLOW BIRDS FELT DES FOODCOVER,10.0,37.5,5.0,4.0,0.0,37.5
37326,FAIRY DESIGN MUGS,2.0,4.609999999999999,2.0,1.0,0.0,4.609999999999999
37327,ASSTD MULTICOLOUR CIRCLES MUG,1745.0,1061.83,88.0,42.0,-1.56,1060.27
37330,SPOTS MUG,517.0,927.4599999999999,28.0,19.0,-23.099999999999998,904.3599999999999
37333,"RETRO ""TEA FOR ONE"" ",147.0,815.0,58.0,26.0,0.0,815.0
37340,MULTICOLOUR SPRING FLOWER MUG,13674.0,3927.08,204.0,79.0,-501.2200000000001,3425.8599999999997
37343,SPOTS DESIGN MUG W PINK INSIDE,1123.0,1782.1999999999998,104.0,55.0,0.0,1782.1999999999998
37345,ASSTD HEARTS DESIGN MUGS,321.0,561.05,9.0,5.0,0.0,561.05
37348,SET OF 4 PASTEL STACKING MUGS,14.0,35.7,7.0,5.0,-5.1,30.6
37351,ORANGE FLOWER MUG ,5404.0,612.5099999999999,11.0,7.0,0.0,612.5099999999999
37352,BIRD IN TREE MUG ,4643.0,504.55,8.0,6.0,0.0,504.55
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,41.0,159.2,16.0,5.0,-1.25,157.95
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,1122.0,181.5,3.0,3.0,0.0,181.5
37399,"ASS RETROSPOOF MUGS,SPORTS",143.0,75.0,6.0,6.0,0.0,75.0
37408,ASSORTED DESIGN GEISHA GIRL MUGS,5.0,6.25,1.0,1.0,0.0,6.25
37409,ASSORTED DESIGN FLOWER MUGS,7.0,5.949999999999999,3.0,3.0,0.0,5.949999999999999
37410,BLACK AND WHITE PAISLEY FLOWER MUG,25707.0,3288.65,33.0,13.0,-7.5,3281.15
37413,ICON MUG REVOLUTIONARY,703.0,284.49,81.0,52.0,0.0,284.49
37422,WHITE WITH BLACK CATS BOWL,434.0,292.08,73.0,14.0,0.0,292.08
37423,WHITE WITH BLACK CATS PLATE,6168.0,843.88,70.0,17.0,-295.2,548.6800000000001
37424,WHITE WITH BLACK CATS MUG,5249.0,1134.68,108.0,28.0,-274.56,860.1200000000001
37432,MUG PINK AND PURPLE ARABIC DESIGN,6.0,3.9000000000000004,1.0,1.0,0.0,3.9000000000000004
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,700.0,1639.8000000000002,54.0,31.0,-2.1,1637.7000000000003
37444A,YELLOW BREAKFAST CUP AND SAUCER,2714.0,587.06,43.0,16.0,-172.98999999999998,414.06999999999994
37444B,BLUE BREAKFAST CUP AND SAUCER ,2012.0,415.5,28.0,14.0,-127.92,287.58
37444C,PINK BREAKFAST CUP AND SAUCER ,1657.0,688.49,54.0,14.0,-99.84,588.65
37446,MINI CAKE STAND WITH HANGING CAKES,3800.0,5483.23,410.0,168.0,-121.69999999999999,5361.53
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2930.0,4619.53,364.0,141.0,-109.16,4510.37
37448,CERAMIC CAKE DESIGN SPOTTED MUG,4619.0,6931.509999999999,528.0,198.0,-97.86,6833.65
37449,CERAMIC CAKE STAND + HANGING CAKES,2415.0,22672.61,477.0,205.0,-2244.1,20428.510000000002
37450,CERAMIC CAKE BOWL + HANGING CAKES,2467.0,7105.79,391.0,138.0,-193.2,6912.59
37451,CERAMIC CAKE TEAPOT WITH CHERRY,1.0,4.95,1.0,1.0,-8.5,-3.55
37461,FUNKY MONKEY MUG,743.0,779.89,95.0,35.0,-1.25,778.64
37462B,"PET MUG, BUDGIE",170.0,87.28,32.0,4.0,-0.42,86.86
37462E,"PET MUG, GOLDFISH",110.0,49.64,28.0,9.0,-2.52,47.12
37464,ROBOT MUG IN DISPLAY BOX,317.0,432.43,82.0,45.0,0.0,432.43
37467,PIG MUG IN TWO COLOUR DESIGNS,275.0,336.93,64.0,28.0,0.0,336.93
37468,HARDMAN MUG 3 ASSORTED,65.0,39.81,14.0,11.0,0.0,39.81
37471,MULTICOLOUR DOTS PLATE,1405.0,197.85,10.0,4.0,-68.4,129.45
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,64.0,661.0,44.0,33.0,0.0,661.0
37475,SET/4 COLOURFUL MIXING BOWLS,116.0,1160.56,72.0,45.0,0.0,1160.56
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,212.0,2066.64,77.0,22.0,0.0,2066.64
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",11.0,41.25,8.0,6.0,-3.75,37.5
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",6.0,22.5,1.0,1.0,0.0,22.5
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1256.0,1103.5,32.0,20.0,0.0,1103.5
37479P,CUBIC MUG FLOCK PINK ON BROWN,172.0,165.18,34.0,17.0,0.0,165.18
37481,CUBIC MUG TEATIME CAKES,6.0,15.299999999999999,1.0,1.0,0.0,15.299999999999999
37482B,CUBIC MUG BLUE POLKA DOT,1251.0,1127.9099999999999,9.0,5.0,0.0,1127.9099999999999
37482P,CUBIC MUG PINK POLKADOT,668.0,908.86,83.0,50.0,0.0,908.86
37482b,CUBIC MUG BLUE POLKA DOT,1.0,17.35,1.0,0.0,0.0,17.35
37482p,CUBIC MUG PINK POLKA DOT,2.0,34.7,2.0,0.0,0.0,34.7
37483,ENGLISH ROSE MUG IN GIFT BOX,143.0,232.89,10.0,10.0,-2.55,230.33999999999997
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,1.0,6.75,1.0,1.0,0.0,6.75
37485,ENGLISH ROSE TEA SET IN GIFT BOX,49.0,207.69,15.0,10.0,0.0,207.69
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,68.0,19.72,2.0,2.0,0.0,19.72
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,31.0,19.770000000000003,5.0,4.0,-2.95,16.820000000000004
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,47.0,48.51,23.0,21.0,0.0,48.51
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,39.0,32.37,17.0,17.0,0.0,32.37
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,28.0,28.009999999999998,12.0,10.0,0.0,28.009999999999998
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,47.0,30.81,20.0,20.0,0.0,30.81
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,19.0,51.66,13.0,5.0,0.0,51.66
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,14.0,30.08,8.0,5.0,0.0,30.08
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,58.0,167.52,10.0,7.0,0.0,167.52
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,26.0,63.28,13.0,5.0,0.0,63.28
37492A,YELLOW RED FLOWER PIGGY BANK,108.0,216.07,11.0,7.0,-4.65,211.42
37492B,BLUE YELLOW FLOWER PIGGY BANK,489.0,946.7199999999999,44.0,33.0,-47.699999999999996,899.0199999999999
37492C,GREEN BLUE FLOWER PIGGY BANK,242.0,477.29999999999995,24.0,19.0,-4.65,472.65
37492D,PURPLE GREEN FLOWER PIGGY BANK,361.0,682.9899999999999,26.0,18.0,-13.2,669.7899999999998
37494A,FAIRY CAKE CERAMIC BUTTER DISH,237.0,793.44,51.0,18.0,-14.75,778.69
37494a,FAIRY CAKE CERAMIC BUTTER DISH,4.0,24.16,3.0,0.0,0.0,24.16
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1580.0,5807.6,330.0,206.0,-493.2,5314.400000000001
37500,TEA TIME TEAPOT IN GIFT BOX,887.0,6869.719999999999,263.0,147.0,-119.97,6749.749999999999
37501,TEA TIME TEA SET IN GIFT BOX,487.0,3457.81,177.0,106.0,-104.25,3353.56
37502,TEA TIME MUG IN GIFT BOX,868.0,2599.79,171.0,97.0,-2.95,2596.84
37503,TEA TIME CAKE STAND IN GIFT BOX,2465.0,25428.329999999998,522.0,256.0,-515.45,24912.879999999997
37506,NEW ENGLAND MILK JUG W GIFT BOX,32.0,190.4,26.0,21.0,0.0,190.4
37508,NEW ENGLAND CERAMIC CAKE SERVER,89.0,229.57,46.0,35.0,0.0,229.57
37509,NEW ENGLAND MUG W GIFT BOX,30.0,76.5,14.0,14.0,-2.55,73.95
40001,WHITE BAMBOO RIBS LAMPSHADE,2492.0,1920.8799999999999,121.0,39.0,-30.08,1890.8
40002,WHITE BAMBOO RIBS LAMPSHADE,78.0,66.3,1.0,1.0,-5.1,61.199999999999996
40003,WHITE BAMBOO RIBS LAMPSHADE,1151.0,1258.27,60.0,34.0,-17.099999999999998,1241.17
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,34.0,28.9,13.0,11.0,0.0,28.9
40016,CHINESE DRAGON PAPER LANTERNS,15682.0,5599.1,244.0,133.0,0.0,5599.1
40018E,TEA TIME PAPER LANTERNS,384.0,837.02,81.0,37.0,0.0,837.02
40018F,CHERRY DESIGN PAPERLANTERNS,1092.0,2100.33,117.0,69.0,-23.4,2076.93
40046A,RED DAISY PAPER LAMPSHADE,355.0,472.07,62.0,26.0,0.0,472.07
40046C,PINK BUTTERFLY PAPER LAMPSHADE,3.0,3.75,3.0,3.0,0.0,3.75
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,40.0,16.8,13.0,11.0,0.0,16.8
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,68.0,28.56,18.0,14.0,0.0,28.56
44091A,BLUE CRUSOE CHECK LAMPSHADE,18.0,7.56,6.0,6.0,0.0,7.56
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,61.0,30.66,17.0,10.0,0.0,30.66
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,15.0,12.75,6.0,4.0,0.0,12.75
44092C,PURPLE/COPPER HANGING LAMPSHADE,23.0,19.55,10.0,6.0,0.0,19.55
44217M,MULTICOLOUR FEATHERS CURTAIN,72.0,236.40000000000003,3.0,1.0,-236.40000000000003,0.0
44228,CANNABIS LEAF BEAD CURTAIN,48.0,40.8,3.0,3.0,0.0,40.8
44230,SQUARE MIRROR CURTAIN,347.0,3381.6200000000003,53.0,25.0,-77.91,3303.7100000000005
44234,ASSORTED CIRCULAR MOBILE,1220.0,264.76,56.0,28.0,-0.42,264.34
44235,ASS COL CIRCLE MOBILE ,821.0,305.94,22.0,16.0,0.0,305.94
44236,PINK/PURPLE CIRCLE CURTAIN,64.0,112.32000000000001,12.0,9.0,0.0,112.32000000000001
44241C,BLUE BUTTERFLY ON SPRING,70.0,59.5,8.0,7.0,0.0,59.5
44242A,LILAC FEATHERS CURTAIN,14.0,11.98,2.0,2.0,0.0,11.98
44242B,PINK FEATHERS CURTAIN,109.0,121.53,9.0,8.0,0.0,121.53
44265,M/COLOUR POM-POM CURTAIN,8.0,34.0,4.0,4.0,0.0,34.0
45008C,DECORATIVE NET CANOPY CREAM,83.0,792.0699999999999,34.0,16.0,0.0,792.0699999999999
45013,FOLDING SHOE TIDY,48.0,132.0,8.0,8.0,0.0,132.0
45014,FOLDING SHIRT TIDY,1.0,4.65,1.0,1.0,0.0,4.65
45016,DECORATIVE NET CANOPY LEOPARD,101.0,423.73,25.0,8.0,-22.5,401.23
46000M,POLYESTER FILLER PAD 45x45cm,2537.0,3932.3500000000004,353.0,205.0,-32.55,3899.8
46000P,POLYESTER FILLER PAD 65CMx65CM,215.0,913.75,49.0,37.0,-12.75,901.0
46000R,POLYESTER FILLER PAD 45x30cm,249.0,361.05,61.0,42.0,0.0,361.05
46000S,POLYESTER FILLER PAD 40x40cm,3486.0,5054.7,380.0,240.0,-101.5,4953.2
46000U,POLYESTER FILLER PAD 30CMx30CM,251.0,313.75,51.0,39.0,0.0,313.75
46037A,PINK CANVAS DES CUSHION COVER ,6.0,7.5,2.0,2.0,0.0,7.5
46115B,GREEN POP ART MAO CUSHION COVER ,292.0,55.480000000000004,22.0,19.0,0.0,55.480000000000004
46118,FUNKY MONKEY CUSHION COVER,374.0,522.05,72.0,23.0,0.0,522.05
46126A,ELVIS WALLHANGING / CURTAIN,317.0,419.99,48.0,23.0,0.0,419.99
46137D,GREEN CHENILLE SHAGGY RUG,45.0,132.75,4.0,2.0,0.0,132.75
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,71.0,156.29,25.0,12.0,-11.05,145.23999999999998
46138D,GREEN CHENILLE SHAGGY C/COVER,1.0,1.95,1.0,1.0,0.0,1.95
46307,ROSES BLUE BASE CUSHION COVER ,51.0,246.03,33.0,4.0,0.0,246.03
46775A,BUBBLE GUM CHUNKY KNITTED THROW ,83.0,1044.23,32.0,3.0,-16.95,1027.28
46775B,BERRIES CHUNKY KNITTED THROW ,5.0,84.75,4.0,3.0,0.0,84.75
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,154.0,1949.2099999999998,95.0,28.0,-59.3,1889.9099999999999
46775E,CANDY POP CHUNKY KNITTED THROW ,101.0,1282.9,51.0,8.0,0.0,1282.9
46776A,WOVEN BUBBLE GUM CUSHION COVER,408.0,1291.65,121.0,19.0,0.0,1291.65
46776B,WOVEN BERRIES CUSHION COVER ,432.0,1386.07,153.0,16.0,0.0,1386.07
46776C,WOVEN FROST CUSHION COVER,260.0,913.52,96.0,14.0,0.0,913.52
46776D,WOVEN SUNSET CUSHION COVER ,153.0,658.07,76.0,7.0,-11.93,646.1400000000001
46776E,WOVEN CANDY CUSHION COVER ,207.0,670.52,77.0,9.0,0.0,670.52
46776F,WOVEN ROSE GARDEN CUSHION COVER ,487.0,1675.73,157.0,13.0,0.0,1675.73
46776a,WOVEN BUBBLE GUM CUSHION COVER,5.0,20.65,1.0,0.0,0.0,20.65
46776b,WOVEN BERRIES CUSHION COVER ,1.0,4.13,1.0,0.0,0.0,4.13
46776e,WOVEN CANDY CUSHION COVER ,1.0,4.13,1.0,0.0,0.0,4.13
46776f,WOVEN ROSE GARDEN CUSHION COVER ,7.0,28.91,1.0,0.0,0.0,28.91
47013A,WINE BOTTLE DRESSING LT.BLUE,141.0,39.87,25.0,21.0,0.0,39.87
47013C,WINE BOTTLE DRESSING DARK BLUE,147.0,40.519999999999996,27.0,18.0,-1.44,39.08
47016,LIGHT DECORATION BATTERY OPERATED,31.0,65.10000000000001,5.0,4.0,0.0,65.10000000000001
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,716.0,549.52,70.0,28.0,0.0,549.52
47310M,SMALL POP BOX FUNKY MONKEY,747.0,1006.19,172.0,37.0,0.0,1006.19
47341A,FUSCHIA TABLE RUN FLOWER ,29.0,46.25,7.0,7.0,0.0,46.25
47341B,BLUE TABLE RUN FLOWER,48.0,67.5,14.0,13.0,0.0,67.5
47343A,FUSCHIA FLOWER PURSE WITH BEADS,206.0,215.2,23.0,21.0,0.0,215.2
47344B,BLUE FLOWER DES PURSE,54.0,56.16,10.0,10.0,0.0,56.16
47347B,BLUE FLOWER T-LIGHT HOLDER,240.0,179.88,11.0,6.0,0.0,179.88
47348A,FUSCHIA VOILE POINTY SHOE DEC,104.0,63.96,16.0,12.0,0.0,63.96
47351B,BLUE  VOILE LAMPSHADE,98.0,269.90000000000003,14.0,11.0,-122.39999999999999,147.50000000000006
47367B,PAIR PADDED HANGERS PINK CHECK,246.0,849.1700000000001,95.0,35.0,-3.75,845.4200000000001
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,52.0,155.16,25.0,10.0,0.0,155.16
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,55.0,156.13,29.0,10.0,0.0,156.13
47420,ASSORTED COLOUR SUCTION CUP HOOK,360.0,68.4,31.0,23.0,0.0,68.4
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,1487.0,582.78,74.0,23.0,-6.72,576.06
47422,ASSORTED MONKEY SUCTION CUP HOOK,1178.0,458.76,66.0,28.0,-20.580000000000002,438.18
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,1220.0,594.28,29.0,21.0,-15.600000000000001,578.68
47471,RAINBOW PEGS PHOTO CLIP STRING,431.0,298.51,63.0,35.0,0.0,298.51
47480,HANGING PHOTO CLIP ROPE LADDER,1735.0,2854.83,150.0,62.0,-24.749999999999996,2830.08
47481,50CM METAL STRING WITH  7 CLIPS,327.0,267.53,44.0,31.0,0.0,267.53
47502,POLKADOT CUTLERY 24 PCS IN TRAY,640.0,6855.75,79.0,40.0,-387.95,6467.8
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2853.0,1405.51,195.0,146.0,-25.08,1380.43
47503E,ASS FLORAL PRINT SCISSORS,6842.0,1186.9,25.0,21.0,0.0,1186.9
47503F,ASS FLORAL PRINT TORCH,2567.0,729.9499999999999,11.0,10.0,-1.65,728.3
47503G,ASS FLORAL PRINT TAPE MEASURE,284.0,367.36,35.0,21.0,0.0,367.36
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,162.0,252.28,60.0,45.0,-1.95,250.33
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,346.0,2727.1,74.0,31.0,-151.05,2576.0499999999997
47503J ,SET/3 FLORAL GARDEN TOOLS IN BAG,1.0,16.13,1.0,0.0,0.0,16.13
47503K,ASSORTED FLORAL SECATEURS,3177.0,1389.44,42.0,29.0,-4.75,1384.69
47504E,ENGLISH ROSE SCISSORS,4387.0,931.86,48.0,31.0,0.0,931.86
47504F,ENGLISH ROSE TORCH,527.0,196.45999999999998,14.0,12.0,0.0,196.45999999999998
47504G,ENGLISH ROSE TAPE MEASURE,266.0,366.81,57.0,38.0,-1.25,365.56
47504H,ENGLISH ROSE SPIRIT LEVEL ,1031.0,1118.92,140.0,81.0,-5.0,1113.92
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,5.0,67.25,4.0,2.0,-31.8,35.45
47504K,ENGLISH ROSE GARDEN SECATEURS,2671.0,3135.75,312.0,210.0,-28.98,3106.77
47505,MINATURE COLOURED GARDENING SET,737.0,3527.42,178.0,129.0,-87.05000000000001,3440.37
47518F,ICON PLACEMAT POP ART ELVIS,903.0,153.14,34.0,22.0,0.0,153.14
47518f,ICON PLACEMAT POP ART ELVIS,9.0,37.75,9.0,0.0,0.0,37.75
47552A,DOTS IRONING BOARD COVER,12.0,23.4,11.0,11.0,-3.3,20.099999999999998
47554,S/3 COLOURS FLOCK TEA TOWELS,1.0,2.55,1.0,1.0,0.0,2.55
47556,SET/2 SPOTTY + ROSE TEA TOWELS ,1.0,2.55,1.0,1.0,0.0,2.55
47556B,TEA TIME TEA TOWELS ,5201.0,13691.02,449.0,209.0,-402.6,13288.42
